gene	avg_logFC	p_val_adj	tissue	cell_type	hgnc_symbol	entrezgene_description	chromosome_name	start_position	end_position
ENSG00000182831	1.080345023	3.03e-214	CN	Ast	C16orf72	chromosome 16 open reading frame 72	16	9091644	9121635
ENSG00000182985	0.758471435	1.21e-11	CB	In	CADM1	cell adhesion molecule 1	11	115169218	115504957
ENSG00000183011	-0.924100623	1.5e-33	AC	Ast	NAA38	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	17	7856685	7885238
ENSG00000183011	-0.868478312	3.45e-09	CN	Ast	NAA38	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	17	7856685	7885238
ENSG00000183023	1.12467873	1.01e-28	CN	OD	SLC8A1	solute carrier family 8 member A1	2	40097270	40611053
ENSG00000183036	-1.108312866	0.023607871	CN	OD	PCP4	Purkinje cell protein 4	21	39867438	39929397
ENSG00000183036	-0.93534106	4.43e-55	CN	Ast	PCP4	Purkinje cell protein 4	21	39867438	39929397
ENSG00000183049	1.714287266	0	AC	Ex	CAMK1D	calcium/calmodulin dependent protein kinase ID	10	12349482	12835545
ENSG00000183049	1.212229253	1.59e-258	CN	Ast	CAMK1D	calcium/calmodulin dependent protein kinase ID	10	12349482	12835545
ENSG00000183379	-1.009743585	1.58e-27	CN	Ast	SYNDIG1L	synapse differentiation inducing 1 like	14	74405894	74426210
ENSG00000183648	-0.912125882	5.04e-32	AC	Ast	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	14	92116122	92121917
ENSG00000183648	1.445997303	1.04e-30	AC	OD	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	14	92116122	92121917
ENSG00000183715	0.970645384	3.32e-138	AC	Ex	OPCML	opioid binding protein/cell adhesion molecule like	11	132414977	133532519
ENSG00000183715	1.319897377	3.1e-31	CN	OD	OPCML	opioid binding protein/cell adhesion molecule like	11	132414977	133532519
ENSG00000183723	1.236168764	4.59e-188	AC	Ex	CMTM4	CKLF like MARVEL transmembrane domain containing 4	16	66614750	66696707
ENSG00000183741	-0.969673331	6.88e-78	AC	Ex	CBX6	chromobox 6	22	38861422	38872249
ENSG00000183775	1.251761036	2.12e-181	AC	Ex	KCTD16	potassium channel tetramerization domain containing 16	5	144170873	144485686
ENSG00000183775	1.043581888	3.9e-63	AC	Ast	KCTD16	potassium channel tetramerization domain containing 16	5	144170873	144485686
ENSG00000183775	1.725837049	7.71e-58	CN	OD	KCTD16	potassium channel tetramerization domain containing 16	5	144170873	144485686
ENSG00000183775	0.864351668	1.71e-110	CN	Ast	KCTD16	potassium channel tetramerization domain containing 16	5	144170873	144485686
ENSG00000183778	0.953348835	8.28e-176	CN	Ast	B3GALT5	beta-1,3-galactosyltransferase 5	21	39556442	39673137
ENSG00000184009	-0.729097663	8.13e-66	AC	Ex	ACTG1	actin gamma 1	17	81509971	81523847
ENSG00000184009	-0.831974522	2.05e-68	AC	Ast	ACTG1	actin gamma 1	17	81509971	81523847
ENSG00000184156	1.051945591	3.83e-255	CN	Ast	KCNQ3	potassium voltage-gated channel subfamily Q member 3	8	132120859	132481095
ENSG00000184226	0.763572687	8.93e-36	AC	OD	PCDH9	protocadherin 9	13	66302834	67230445
ENSG00000184226	0.693683744	3.41e-08	AC	OPC	PCDH9	protocadherin 9	13	66302834	67230445
ENSG00000184226	1.177086447	2.17e-166	CN	Neu	PCDH9	protocadherin 9	13	66302834	67230445
ENSG00000184226	1.411488487	4.23e-35	CN	OD	PCDH9	protocadherin 9	13	66302834	67230445
ENSG00000184226	0.770706628	4.52e-67	CN	In	PCDH9	protocadherin 9	13	66302834	67230445
ENSG00000184226	1.234597507	5.65e-20	CN	OPC	PCDH9	protocadherin 9	13	66302834	67230445
ENSG00000184226	0.969208645	1.58e-23	CB	Ast	PCDH9	protocadherin 9	13	66302834	67230445
ENSG00000184226	1.115626897	1.14e-22	CB	OD	PCDH9	protocadherin 9	13	66302834	67230445
ENSG00000184368	-0.947610429	4.07e-08	CB	In	MAP7D2	MAP7 domain containing 2	X	20006713	20116907
ENSG00000184515	0.967727475	1.21e-85	AC	Ex	BEX5	brain expressed X-linked 5	X	102153708	102155977
ENSG00000184524	0.824870497	3.25e-222	CB	Neu	CEND1	cell cycle exit and neuronal differentiation 1	11	787115	790113
ENSG00000184613	0.743349024	3.18e-51	AC	Ex	NELL2	neural EGFL like 2	12	44508275	44921848
ENSG00000184672	1.259093281	5.33e-199	AC	Ex	RALYL	RALY RNA binding protein like	8	84182787	84921844
ENSG00000184672	1.581745258	0	CN	Ast	RALYL	RALY RNA binding protein like	8	84182787	84921844
ENSG00000184672	1.961450454	0	CB	Neu	RALYL	RALY RNA binding protein like	8	84182787	84921844
ENSG00000184702	-2.619481819	4.59e-298	AC	Ex	SEPTIN5	septin 5	22	19714503	19724224
ENSG00000184702	-2.399814029	4.62e-217	AC	Ast	SEPTIN5	septin 5	22	19714503	19724224
ENSG00000184702	-1.858293479	1.35e-11	CN	OD	SEPTIN5	septin 5	22	19714503	19724224
ENSG00000184702	-1.997708899	1.98e-50	CN	Ast	SEPTIN5	septin 5	22	19714503	19724224
ENSG00000184863	0.704517094	3.13e-55	CN	Ast	RBM33	RNA binding motif protein 33	7	155644451	155781485
ENSG00000184992	1.232352795	5.67e-28	CN	OD	BRI3BP	BRI3 binding protein	12	124993645	125031231
ENSG00000185008	0.873285953	1.89e-23	CN	OD	ROBO2	roundabout guidance receptor 2	3	75906695	77649964
ENSG00000185024	-0.735639103	5.88e-25	AC	Ast	BRF1	BRF1 RNA polymerase III transcription initiation factor subunit	14	105209286	105315589
ENSG00000185046	0.980743143	5.19e-05	AC	OPC	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B	12	98726457	99984654
ENSG00000185046	0.798153682	7.62e-19	CN	OD	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B	12	98726457	99984654
ENSG00000185046	0.769928222	2.73e-137	CN	Ast	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B	12	98726457	99984654
ENSG00000185049	-0.797504304	4.46e-05	CN	Ast	NELFA	negative elongation factor complex member A	4	1982717	2041903
ENSG00000185052	0.70182563	7.94e-10	CN	OD	SLC24A3	solute carrier family 24 member 3	20	19212642	19722926
ENSG00000185070	0.839350491	3.84e-90	AC	Ex	FLRT2	fibronectin leucine rich transmembrane protein 2	14	85530144	85654428
ENSG00000185070	0.793838425	1.41e-37	AC	Ast	FLRT2	fibronectin leucine rich transmembrane protein 2	14	85530144	85654428
ENSG00000185070	0.829313095	1.01e-106	CN	Ast	FLRT2	fibronectin leucine rich transmembrane protein 2	14	85530144	85654428
ENSG00000185274	0.753903008	9.01e-39	AC	Ast	GALNT17	polypeptide N-acetylgalactosaminyltransferase 17	7	71132144	71713600
ENSG00000185352	1.318363151	7.36e-217	AC	Ex	HS6ST3	heparan sulfate 6-O-sulfotransferase 3	13	96090839	96839562
ENSG00000185386	1.187989411	1.84e-170	AC	Ex	MAPK11	mitogen-activated protein kinase 11	22	50263713	50270767
ENSG00000185432	1.083845789	1.35e-14	AC	OD	METTL7A	methyltransferase like 7A	12	50923472	50932510
ENSG00000185432	1.395255463	1.02e-74	CN	In	METTL7A	methyltransferase like 7A	12	50923472	50932510
ENSG00000185565	0.857066623	1.21e-86	AC	Ex	LSAMP	limbic system associated membrane protein	3	115802363	117139389
ENSG00000185565	1.749437962	1.82e-194	AC	Ast	LSAMP	limbic system associated membrane protein	3	115802363	117139389
ENSG00000185565	1.341789933	9.81e-25	AC	OD	LSAMP	limbic system associated membrane protein	3	115802363	117139389
ENSG00000185565	1.803065233	3.9e-10	AC	OPC	LSAMP	limbic system associated membrane protein	3	115802363	117139389
ENSG00000185565	2.145481904	2.09e-97	CN	OD	LSAMP	limbic system associated membrane protein	3	115802363	117139389
ENSG00000185565	1.523124051	0	CN	Ast	LSAMP	limbic system associated membrane protein	3	115802363	117139389
ENSG00000185565	1.990089724	3.92e-158	CN	In	LSAMP	limbic system associated membrane protein	3	115802363	117139389
ENSG00000185565	1.99066317	1.55e-12	CN	OPC	LSAMP	limbic system associated membrane protein	3	115802363	117139389
ENSG00000185565	1.88622971	1.75e-81	CB	In	LSAMP	limbic system associated membrane protein	3	115802363	117139389
ENSG00000185565	1.82061147	6.4e-33	CB	Ast	LSAMP	limbic system associated membrane protein	3	115802363	117139389
ENSG00000185615	0.714922521	4.28e-56	AC	Ex	PDIA2	protein disulfide isomerase family A member 2	16	283152	287215
ENSG00000185615	1.004414026	3.26e-49	AC	Ast	PDIA2	protein disulfide isomerase family A member 2	16	283152	287215
ENSG00000185630	1.257210455	3.07e-181	AC	Ex	PBX1	PBX homeobox 1	1	164555584	164899296
ENSG00000185630	0.804926897	7.71e-54	AC	Ast	PBX1	PBX homeobox 1	1	164555584	164899296
ENSG00000185630	0.985361279	5.82e-82	CN	Ast	PBX1	PBX homeobox 1	1	164555584	164899296
ENSG00000185630	0.779756717	7.62e-09	CB	In	PBX1	PBX homeobox 1	1	164555584	164899296
ENSG00000185650	0.752078402	3.09e-05	CN	MG	ZFP36L1	ZFP36 ring finger protein like 1	14	68787660	68796253
ENSG00000185716	0.765228022	2.03e-62	AC	Ex	MOSMO	modulator of smoothened	16	22007638	22087534
ENSG00000185787	0.847864113	1.64e-55	AC	Ex	MORF4L1	mortality factor 4 like 1	15	78810487	78898139
ENSG00000185787	1.009876006	7.95e-72	AC	Ast	MORF4L1	mortality factor 4 like 1	15	78810487	78898139
ENSG00000185787	1.229770404	4.15e-27	CN	OD	MORF4L1	mortality factor 4 like 1	15	78810487	78898139
ENSG00000185787	1.330981414	0.009657855	CN	OPC	MORF4L1	mortality factor 4 like 1	15	78810487	78898139
ENSG00000185787	1.34159443	0	CB	Neu	MORF4L1	mortality factor 4 like 1	15	78810487	78898139
ENSG00000185787	1.149408239	2.68e-21	CB	In	MORF4L1	mortality factor 4 like 1	15	78810487	78898139
ENSG00000185787	0.979215334	0.000227552	CB	Ast	MORF4L1	mortality factor 4 like 1	15	78810487	78898139
ENSG00000185787	1.019017657	5.79e-07	CB	OD	MORF4L1	mortality factor 4 like 1	15	78810487	78898139
ENSG00000185883	-2.021402727	1.37e-84	AC	Ex	ATP6V0C	ATPase H+ transporting V0 subunit c	16	2513952	2520218
ENSG00000185883	-2.742906909	1e-232	AC	Ast	ATP6V0C	ATPase H+ transporting V0 subunit c	16	2513952	2520218
ENSG00000185883	-2.420628154	9.35e-11	AC	MG	ATP6V0C	ATPase H+ transporting V0 subunit c	16	2513952	2520218
ENSG00000185883	-2.100362592	7.75e-27	CN	Neu	ATP6V0C	ATPase H+ transporting V0 subunit c	16	2513952	2520218
ENSG00000185883	-3.004503085	7.45e-42	CN	OD	ATP6V0C	ATPase H+ transporting V0 subunit c	16	2513952	2520218
ENSG00000185883	-2.086923272	4.97e-54	CN	Ast	ATP6V0C	ATPase H+ transporting V0 subunit c	16	2513952	2520218
ENSG00000185883	-2.53053385	2.59e-06	CN	MG	ATP6V0C	ATPase H+ transporting V0 subunit c	16	2513952	2520218
ENSG00000185883	-2.854025101	0	CB	Neu	ATP6V0C	ATPase H+ transporting V0 subunit c	16	2513952	2520218
ENSG00000185883	-2.611281183	1.84e-63	CB	In	ATP6V0C	ATPase H+ transporting V0 subunit c	16	2513952	2520218
ENSG00000185883	-2.10947063	0.000526881	CB	OD	ATP6V0C	ATPase H+ transporting V0 subunit c	16	2513952	2520218
ENSG00000185896	-0.70023686	6.87e-06	CN	Neu	LAMP1	lysosomal associated membrane protein 1	13	113297239	113323672
ENSG00000186001	0.771168851	1.09e-72	AC	Ex	LRCH3	leucine rich repeats and calponin homology domain containing 3	3	197791226	197888436
ENSG00000186001	1.014657894	2.29e-136	CN	Ast	LRCH3	leucine rich repeats and calponin homology domain containing 3	3	197791226	197888436
ENSG00000186001	1.2524478	1.65e-05	CN	OPC	LRCH3	leucine rich repeats and calponin homology domain containing 3	3	197791226	197888436
ENSG00000186184	-0.927171643	1.51e-96	CB	Neu	POLR1D	RNA polymerase I and III subunit D	13	27620742	27744237
ENSG00000186260	1.238540368	6.71e-193	AC	Ex	MRTFB	myocardin related transcription factor B	16	14071321	14266773
ENSG00000186260	1.406420446	0	CN	Ast	MRTFB	myocardin related transcription factor B	16	14071321	14266773
ENSG00000186310	1.191952039	4.97e-115	AC	Ex	NAP1L3	nucleosome assembly protein 1 like 3	X	93670930	93673578
ENSG00000186310	1.715654387	3.47e-171	AC	Ast	NAP1L3	nucleosome assembly protein 1 like 3	X	93670930	93673578
ENSG00000186310	1.735223963	1.24e-47	CN	OD	NAP1L3	nucleosome assembly protein 1 like 3	X	93670930	93673578
ENSG00000186350	0.760358507	3.52e-10	AC	OD	RXRA	retinoid X receptor alpha	9	134317098	134440585
ENSG00000186469	1.300295414	1.2e-194	AC	Ex	GNG2	G protein subunit gamma 2	14	51826195	51979342
ENSG00000186815	-0.752592777	0.009071434	CN	In	TPCN1	two pore segment channel 1	12	113221050	113298585
ENSG00000186862	1.074231774	8.94e-186	CN	Ast	PDZD7	PDZ domain containing 7	10	101007679	101032295
ENSG00000186918	-0.962182991	3.94e-45	AC	Ex	ZNF395	zinc finger protein 395	8	28345590	28402701
ENSG00000187109	1.78478435	0	AC	Ex	NAP1L1	nucleosome assembly protein 1 like 1	12	76036585	76084958
ENSG00000187109	1.795938456	2.79e-182	AC	Ast	NAP1L1	nucleosome assembly protein 1 like 1	12	76036585	76084958
ENSG00000187109	2.068851559	3.29e-66	CN	OD	NAP1L1	nucleosome assembly protein 1 like 1	12	76036585	76084958
ENSG00000187109	2.352629712	0	CN	Ast	NAP1L1	nucleosome assembly protein 1 like 1	12	76036585	76084958
ENSG00000187109	1.904606622	0	CB	Neu	NAP1L1	nucleosome assembly protein 1 like 1	12	76036585	76084958
ENSG00000187109	2.196639421	1.29e-60	CB	In	NAP1L1	nucleosome assembly protein 1 like 1	12	76036585	76084958
ENSG00000187122	0.743835081	1.22e-13	CN	OD	SLIT1	slit guidance ligand 1	10	96998038	97185959
ENSG00000187147	2.611705403	8.08e-44	AC	In	RNF220	ring finger protein 220	1	44405194	44651724
ENSG00000187147	2.669754014	1.67e-252	CN	Neu	RNF220	ring finger protein 220	1	44405194	44651724
ENSG00000187147	2.069716419	9.21e-22	CB	OD	RNF220	ring finger protein 220	1	44405194	44651724
ENSG00000187189	0.726401509	2.33e-32	AC	Ast	TSPYL4	TSPY like 4	6	116249964	116254075
ENSG00000187391	0.800118554	4.42e-104	CN	Ast	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2	7	78017055	79453667
ENSG00000187391	1.065085979	1.06e-15	CB	In	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2	7	78017055	79453667
ENSG00000187391	0.767169049	0.000114745	CB	Ast	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2	7	78017055	79453667
ENSG00000187957	0.793526519	0.006365534	AC	In	DNER	delta/notch like EGF repeat containing	2	229357629	229714555
ENSG00000187957	1.172835944	4.7e-136	AC	Ast	DNER	delta/notch like EGF repeat containing	2	229357629	229714555
ENSG00000187957	2.258521783	1.16e-20	AC	OPC	DNER	delta/notch like EGF repeat containing	2	229357629	229714555
ENSG00000187957	1.340664515	1.34e-81	CN	Neu	DNER	delta/notch like EGF repeat containing	2	229357629	229714555
ENSG00000187957	1.258998624	2.99e-32	CN	OD	DNER	delta/notch like EGF repeat containing	2	229357629	229714555
ENSG00000187957	1.459707519	2.55e-13	CN	OPC	DNER	delta/notch like EGF repeat containing	2	229357629	229714555
ENSG00000187957	1.017942656	0.00051683	CB	OD	DNER	delta/notch like EGF repeat containing	2	229357629	229714555
ENSG00000188042	2.426530901	0	AC	Ast	ARL4C	ADP ribosylation factor like GTPase 4C	2	234493041	234497081
ENSG00000188042	1.777047676	1.05e-54	CN	OD	ARL4C	ADP ribosylation factor like GTPase 4C	2	234493041	234497081
ENSG00000188042	1.805596833	3.34e-32	CB	In	ARL4C	ADP ribosylation factor like GTPase 4C	2	234493041	234497081
ENSG00000188186	-0.701851334	0.005601864	CB	In	LAMTOR4	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4	7	100148907	100155944
ENSG00000188227	0.962979478	2.35e-171	CN	Ast	ZNF793	zinc finger protein 793	19	37506939	37548762
ENSG00000188647	1.777501667	3.26e-24	AC	OD	PTAR1	protein prenyltransferase alpha subunit repeat containing 1	9	69709522	69760011
ENSG00000188735	1.610723632	0	CN	Ast	TMEM120B	transmembrane protein 120B	12	121712752	121783001
ENSG00000188811	0.733997544	8.63e-91	AC	Ex	NHLRC3	NHL repeat containing 3	13	39038306	39050109
ENSG00000188811	0.927724654	4.58e-16	CN	OD	NHLRC3	NHL repeat containing 3	13	39038306	39050109
ENSG00000188811	0.894047102	2.02e-107	CN	Ast	NHLRC3	NHL repeat containing 3	13	39038306	39050109
ENSG00000188846	-0.78247039	1.71e-116	CB	Neu	RPL14	ribosomal protein L14	3	40457292	40468587
ENSG00000188906	0.758549957	0.047668273	CN	OPC	LRRK2	leucine rich repeat kinase 2	12	40196744	40369285
ENSG00000189171	0.906325852	4.27e-12	AC	OD	S100A13	S100 calcium binding protein A13	1	153618787	153631360
ENSG00000189171	0.777010925	6.17e-33	CN	In	S100A13	S100 calcium binding protein A13	1	153618787	153631360
ENSG00000189337	1.221863368	1.85e-25	CN	OD	KAZN	kazrin, periplakin interacting protein	1	13892792	15118043
ENSG00000189337	1.130456298	6.51e-235	CN	Ast	KAZN	kazrin, periplakin interacting protein	1	13892792	15118043
ENSG00000189337	1.338301891	3.44e-19	CB	In	KAZN	kazrin, periplakin interacting protein	1	13892792	15118043
ENSG00000189367	-1.062696372	2.77e-43	AC	Ex	KIAA0408	KIAA0408	6	127438406	127459389
ENSG00000196090	1.286162669	1.55e-78	AC	Ast	PTPRT	protein tyrosine phosphatase receptor type T	20	42072752	43189970
ENSG00000196091	1.074781176	1.36e-28	AC	OD	MYBPC1	myosin binding protein C, slow type	12	101568353	101686028
ENSG00000196187	0.992918651	8.16e-12	AC	In	TMEM63A	transmembrane protein 63A	1	225845536	225882380
ENSG00000196187	0.909637571	1.79e-36	CN	Neu	TMEM63A	transmembrane protein 63A	1	225845536	225882380
ENSG00000196199	0.780013545	4.4e-139	AC	Ex	MPHOSPH8	M-phase phosphoprotein 8	13	19633659	19673441
ENSG00000196220	1.764756875	0	AC	Ex	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	3	8980591	9363053
ENSG00000196220	1.565651587	2.46e-139	AC	Ast	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	3	8980591	9363053
ENSG00000196220	1.824993052	1.07e-61	CN	OD	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	3	8980591	9363053
ENSG00000196220	1.91517764	4.15e-40	CB	In	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	3	8980591	9363053
ENSG00000196220	1.707264152	1.02e-11	CB	Ast	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	3	8980591	9363053
ENSG00000196230	0.837714419	4.19e-178	CB	Neu	TUBB	tubulin beta class I	6	30720352	30725426
ENSG00000196233	0.732124375	8.54e-66	AC	Ex	LCOR	ligand dependent nuclear receptor corepressor	10	96832282	96995959
ENSG00000196233	1.059217642	1.56e-61	AC	Ast	LCOR	ligand dependent nuclear receptor corepressor	10	96832282	96995959
ENSG00000196233	1.152772163	1.89e-19	CN	OD	LCOR	ligand dependent nuclear receptor corepressor	10	96832282	96995959
ENSG00000196233	1.130606568	1.86e-200	CN	Ast	LCOR	ligand dependent nuclear receptor corepressor	10	96832282	96995959
ENSG00000196233	1.581000338	1.8e-06	CN	OPC	LCOR	ligand dependent nuclear receptor corepressor	10	96832282	96995959
ENSG00000196233	1.191406495	3.27e-17	CB	In	LCOR	ligand dependent nuclear receptor corepressor	10	96832282	96995959
ENSG00000196233	1.500430942	1.19e-08	CB	OD	LCOR	ligand dependent nuclear receptor corepressor	10	96832282	96995959
ENSG00000196323	0.749272007	1.05e-50	AC	Ex	ZBTB44	zinc finger and BTB domain containing 44	11	130226677	130314917
ENSG00000196323	0.95314389	2.78e-06	AC	In	ZBTB44	zinc finger and BTB domain containing 44	11	130226677	130314917
ENSG00000196323	0.770858055	1.13e-11	CN	OD	ZBTB44	zinc finger and BTB domain containing 44	11	130226677	130314917
ENSG00000196323	0.794406527	0.002896759	CB	OD	ZBTB44	zinc finger and BTB domain containing 44	11	130226677	130314917
ENSG00000196361	1.06876875	0.007158618	CN	OPC	ELAVL3	ELAV like RNA binding protein 3	19	11451326	11481046
ENSG00000196376	-0.951679754	3.76e-42	AC	Ex	SLC35F1	solute carrier family 35 member F1	6	117907264	118317676
ENSG00000196498	1.07588869	1.67e-145	AC	Ex	NCOR2	nuclear receptor corepressor 2	12	124324415	124567589
ENSG00000196653	-0.829341452	1.85e-24	AC	Ex	ZNF502	zinc finger protein 502	3	44712643	44723831
ENSG00000196683	0.819623147	1.78e-60	AC	Ex	TOMM7	translocase of outer mitochondrial membrane 7	7	22812628	22822852
ENSG00000196683	2.164104647	3.33e-66	AC	OD	TOMM7	translocase of outer mitochondrial membrane 7	7	22812628	22822852
ENSG00000196683	0.868899025	0.044137472	AC	MG	TOMM7	translocase of outer mitochondrial membrane 7	7	22812628	22822852
ENSG00000196683	0.720465527	1.07e-09	CN	OD	TOMM7	translocase of outer mitochondrial membrane 7	7	22812628	22822852
ENSG00000196683	1.663478291	2.45e-99	CN	In	TOMM7	translocase of outer mitochondrial membrane 7	7	22812628	22822852
ENSG00000196683	0.707074408	2.53e-06	CB	In	TOMM7	translocase of outer mitochondrial membrane 7	7	22812628	22822852
ENSG00000196767	0.811060186	2.62e-83	CN	Ast	POU3F4	POU class 3 homeobox 4	X	83508290	83512127
ENSG00000196776	0.843336745	1.6e-70	AC	Ex	CD47	CD47 molecule	3	108043091	108091862
ENSG00000196792	-0.730487326	4.88e-19	AC	Ex	STRN3	striatin 3	14	30893799	31026401
ENSG00000196872	0.860883216	2.2e-100	AC	Ex	KIAA1211L	KIAA1211 like	2	98793846	98936259
ENSG00000196876	0.731219636	1.6e-56	AC	Ex	SCN8A	sodium voltage-gated channel alpha subunit 8	12	51590266	51812864
ENSG00000196876	0.921537055	7.82e-120	CN	Ast	SCN8A	sodium voltage-gated channel alpha subunit 8	12	51590266	51812864
ENSG00000196876	1.042887273	5.92e-12	CB	In	SCN8A	sodium voltage-gated channel alpha subunit 8	12	51590266	51812864
ENSG00000196935	0.996272585	2.85e-148	CN	Ast	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1	12	63844700	64162217
ENSG00000196990	-1.75340943	3.27e-112	AC	Ex	FAM163B	family with sequence similarity 163 member B	9	133578415	133586197
ENSG00000197043	-0.693266735	1.65e-30	AC	Ex	ANXA6	annexin A6	5	151100706	151157785
ENSG00000197106	-0.988739381	2.7e-70	AC	Ex	SLC6A17	solute carrier family 6 member 17	1	110150494	110202202
ENSG00000197106	-0.840228698	4.39e-05	CB	In	SLC6A17	solute carrier family 6 member 17	1	110150494	110202202
ENSG00000197119	1.200936632	1.81e-176	CN	Ast	SLC25A29	solute carrier family 25 member 29	14	100291116	100306547
ENSG00000197119	0.747399653	3.09e-26	CN	In	SLC25A29	solute carrier family 25 member 29	14	100291116	100306547
ENSG00000197121	1.016433695	3.56e-130	AC	Ex	PGAP1	post-GPI attachment to proteins 1	2	196833004	196927796
ENSG00000197121	1.212621661	3.83e-25	CN	OD	PGAP1	post-GPI attachment to proteins 1	2	196833004	196927796
ENSG00000197121	1.184095981	6.55e-289	CN	Ast	PGAP1	post-GPI attachment to proteins 1	2	196833004	196927796
ENSG00000197323	0.799833132	5.87e-78	AC	Ex	TRIM33	tripartite motif containing 33	1	114392790	114511203
ENSG00000197323	0.884841003	1.78e-19	CN	OD	TRIM33	tripartite motif containing 33	1	114392790	114511203
ENSG00000197323	0.960906532	1.4e-95	CN	Ast	TRIM33	tripartite motif containing 33	1	114392790	114511203
ENSG00000197323	0.89352946	1.63e-12	CB	In	TRIM33	tripartite motif containing 33	1	114392790	114511203
ENSG00000197430	0.838136042	1.2e-47	CN	Neu	OPALIN	oligodendrocytic myelin paranodal and inner loop protein	10	96343221	96359365
ENSG00000197444	-0.695230385	1.14e-21	AC	Ex	OGDHL	oxoglutarate dehydrogenase like	10	49734641	49762379
ENSG00000197444	-0.698100779	4.3e-18	AC	Ast	OGDHL	oxoglutarate dehydrogenase like	10	49734641	49762379
ENSG00000197444	-0.909446082	8.54e-07	CN	Ast	OGDHL	oxoglutarate dehydrogenase like	10	49734641	49762379
ENSG00000197444	-0.829321032	0.022316894	CB	In	OGDHL	oxoglutarate dehydrogenase like	10	49734641	49762379
ENSG00000197535	0.750399072	5.04e-28	AC	Ast	MYO5A	myosin VA	15	52307283	52529050
ENSG00000197535	0.787972457	1.71e-08	CN	OD	MYO5A	myosin VA	15	52307283	52529050
ENSG00000197535	0.768034566	2.61e-89	CN	Ast	MYO5A	myosin VA	15	52307283	52529050
ENSG00000197535	1.00960071	1e-11	CB	In	MYO5A	myosin VA	15	52307283	52529050
ENSG00000197580	0.830103482	2.85e-86	CN	Ast	BCO2	beta-carotene oxygenase 2	11	112175510	112224699
ENSG00000197746	0.851544319	6.83e-06	AC	OPC	PSAP	prosaposin	10	71816298	71851325
ENSG00000197746	1.499189003	4.94e-12	AC	MG	PSAP	prosaposin	10	71816298	71851325
ENSG00000197746	1.274867482	2.61e-111	CN	Neu	PSAP	prosaposin	10	71816298	71851325
ENSG00000197746	0.728838157	1.63e-82	CN	Ast	PSAP	prosaposin	10	71816298	71851325
ENSG00000197746	1.043918281	6.99e-07	CN	OPC	PSAP	prosaposin	10	71816298	71851325
ENSG00000197746	1.095441113	1.25e-09	CN	MG	PSAP	prosaposin	10	71816298	71851325
ENSG00000197746	1.062550798	1.05e-05	CB	OD	PSAP	prosaposin	10	71816298	71851325
ENSG00000197766	-1.658578737	8.25e-05	AC	MG	CFD	complement factor D	19	859664	863641
ENSG00000197852	-1.00906313	1.27e-38	AC	Ex	INKA2	inka box actin regulator 2	1	111680630	111755824
ENSG00000197872	1.247578923	2.88e-184	AC	Ex	FAM49A	family with sequence similarity 49 member A	2	16549459	16666331
ENSG00000197872	1.282802669	1.11e-96	AC	Ast	FAM49A	family with sequence similarity 49 member A	2	16549459	16666331
ENSG00000197872	0.843329204	2.05e-12	CN	OD	FAM49A	family with sequence similarity 49 member A	2	16549459	16666331
ENSG00000197872	1.468992249	0	CN	Ast	FAM49A	family with sequence similarity 49 member A	2	16549459	16666331
ENSG00000197912	0.831770004	2.3e-76	AC	Ex	SPG7	SPG7 matrix AAA peptidase subunit, paraplegin	16	89490719	89557768
ENSG00000197912	0.83882189	1.69e-72	CN	Ast	SPG7	SPG7 matrix AAA peptidase subunit, paraplegin	16	89490719	89557768
ENSG00000197912	0.800011619	8.26e-08	CB	In	SPG7	SPG7 matrix AAA peptidase subunit, paraplegin	16	89490719	89557768
ENSG00000197956	0.763435131	6.68e-20	CN	In	S100A6	S100 calcium binding protein A6	1	153534599	153536244
ENSG00000197956	1.426042411	1.28e-08	CB	OD	S100A6	S100 calcium binding protein A6	1	153534599	153536244
ENSG00000197959	1.596808169	3.15e-102	CN	Neu	DNM3	dynamin 3	1	171841498	172418466
ENSG00000197959	1.011648708	4.61e-25	CN	OD	DNM3	dynamin 3	1	171841498	172418466
ENSG00000197959	0.699682536	2.68e-147	CB	Neu	DNM3	dynamin 3	1	171841498	172418466
ENSG00000197959	1.38585007	5.73e-09	CB	OD	DNM3	dynamin 3	1	171841498	172418466
ENSG00000197969	1.084665471	2.75e-153	CN	Ast	VPS13A	vacuolar protein sorting 13 homolog A	9	77177445	77421537
ENSG00000197971	0.771368805	1.23e-18	AC	In	MBP	myelin basic protein	18	76978827	77133683
