gene	p_val	avg_logFC	pct.H	pct.O	p_val_adj	cell_type	hgnc_symbol	chromosome_name	start_position	end_position	entrezgene_description	tissue	cell
ENSG00000181722	1.2e-219	1.816457708	0.344	0.042	1.27e-215	Neu	ZBTB20	3	114314501	115147271	zinc finger and BTB domain containing 20	CN	CN Neu
ENSG00000181722	1.27e-32	1.37307712	0.223	0.025	1.33e-28	OD	ZBTB20	3	114314501	115147271	zinc finger and BTB domain containing 20	CN	CN OD
ENSG00000181722	0	1.792218311	0.418	0.045	0	Ast	ZBTB20	3	114314501	115147271	zinc finger and BTB domain containing 20	CN	CN Ast
ENSG00000181722	1.18e-259	1.793429847	0.56	0.093	1.24e-255	In	ZBTB20	3	114314501	115147271	zinc finger and BTB domain containing 20	CN	CN In
ENSG00000181722	2.76e-26	1.734902022	0.418	0.04	2.9e-22	OPC	ZBTB20	3	114314501	115147271	zinc finger and BTB domain containing 20	CN	CN OPC
ENSG00000181722	5.4e-07	1.723175569	0.121	0.014	0.005679747	MG	ZBTB20	3	114314501	115147271	zinc finger and BTB domain containing 20	CN	CN MG
ENSG00000181722	0	1.839372024	0.34	0.035	0	Neu	ZBTB20	3	114314501	115147271	zinc finger and BTB domain containing 20	CB	CB Neu
ENSG00000181722	5.77e-129	2.213397073	0.617	0.087	5.41e-125	In	ZBTB20	3	114314501	115147271	zinc finger and BTB domain containing 20	CB	CB In
ENSG00000181722	1.09e-48	1.744894765	0.511	0.069	1.02e-44	Ast	ZBTB20	3	114314501	115147271	zinc finger and BTB domain containing 20	CB	CB Ast
ENSG00000181722	1.78e-19	1.223766061	0.301	0.053	1.67e-15	OD	ZBTB20	3	114314501	115147271	zinc finger and BTB domain containing 20	CB	CB OD
ENSG00000181790	5.07e-11	0.90731545	0.116	0.026	5.33e-07	OD	ADGRB1	8	142449430	142545009	adhesion G protein-coupled receptor B1	CN	CN OD
ENSG00000181790	3.73e-101	0.898245103	0.223	0.044	3.93e-97	Ast	ADGRB1	8	142449430	142545009	adhesion G protein-coupled receptor B1	CN	CN Ast
ENSG00000181790	1.04e-09	1.169747695	0.145	0.014	1.09e-05	OPC	ADGRB1	8	142449430	142545009	adhesion G protein-coupled receptor B1	CN	CN OPC
ENSG00000181790	1.83e-16	0.769852877	0.19	0.061	1.71e-12	In	ADGRB1	8	142449430	142545009	adhesion G protein-coupled receptor B1	CB	CB In
ENSG00000181790	8.43e-08	0.739865176	0.109	0.023	0.000790652	Ast	ADGRB1	8	142449430	142545009	adhesion G protein-coupled receptor B1	CB	CB Ast
ENSG00000182117	2.62e-06	-1.568091497	0.022	0.138	0.027543491	MG	NOP10	15	34341713	34343177	NOP10 ribonucleoprotein	CN	CN MG
ENSG00000182168	3.33e-26	1.51115124	0.131	0.006	3.12e-22	In	UNC5C	4	95162504	95549206	unc-5 netrin receptor C	CB	CB In
ENSG00000182256	1.82e-30	1.144523413	0.138	0.002	1.91e-26	OD	GABRG3	15	26971181	27541984	gamma-aminobutyric acid type A receptor gamma3 subunit	CN	CN OD
ENSG00000182263	1.56e-13	1.128771182	0.157	0.023	1.46e-09	Ast	FIGN	2	163593396	163736012	fidgetin, microtubule severing factor	CB	CB Ast
ENSG00000182272	1.54e-22	0.80271679	0.261	0.098	1.69e-18	OD	B4GALNT4	11	369499	382117	beta-1,4-N-acetyl-galactosaminyltransferase 4	AC	AC OD
ENSG00000182272	3.31e-138	1.057997164	0.166	0.018	3.48e-134	Ast	B4GALNT4	11	369499	382117	beta-1,4-N-acetyl-galactosaminyltransferase 4	CN	CN Ast
ENSG00000182272	6.94e-67	1.338708563	0.149	0.018	7.3e-63	In	B4GALNT4	11	369499	382117	beta-1,4-N-acetyl-galactosaminyltransferase 4	CN	CN In
ENSG00000182389	0	1.750215919	0.336	0.01	0	Ex	CACNB4	2	151832768	152099475	calcium voltage-gated channel auxiliary subunit beta 4	AC	AC Ex
ENSG00000182389	7.62e-182	1.815978568	0.218	0.006	8.39e-178	Ast	CACNB4	2	151832768	152099475	calcium voltage-gated channel auxiliary subunit beta 4	AC	AC Ast
ENSG00000182389	5.71e-13	1.706887621	0.125	0.002	6.28e-09	OPC	CACNB4	2	151832768	152099475	calcium voltage-gated channel auxiliary subunit beta 4	AC	AC OPC
ENSG00000182389	2.15e-64	1.943933858	0.306	0.009	2.27e-60	OD	CACNB4	2	151832768	152099475	calcium voltage-gated channel auxiliary subunit beta 4	CN	CN OD
ENSG00000182389	0	2.401122829	0.513	0.009	0	Ast	CACNB4	2	151832768	152099475	calcium voltage-gated channel auxiliary subunit beta 4	CN	CN Ast
ENSG00000182389	0	2.325008088	0.207	0.003	0	Neu	CACNB4	2	151832768	152099475	calcium voltage-gated channel auxiliary subunit beta 4	CB	CB Neu
ENSG00000182389	4.18e-51	1.859013825	0.248	0.01	3.92e-47	In	CACNB4	2	151832768	152099475	calcium voltage-gated channel auxiliary subunit beta 4	CB	CB In
ENSG00000182578	6.83e-07	0.903394584	0.277	0.106	0.007183501	MG	CSF1R	5	150053291	150113372	colony stimulating factor 1 receptor	CN	CN MG
ENSG00000182667	1.23e-116	0.98867604	0.373	0.131	1.35e-112	Ex	NTM	11	131370478	132336822	neurotrimin	AC	AC Ex
ENSG00000182667	5.68e-33	1.855793392	0.221	0.017	6.25e-29	In	NTM	11	131370478	132336822	neurotrimin	AC	AC In
ENSG00000182667	8.9e-168	1.541353186	0.321	0.063	9.8e-164	Ast	NTM	11	131370478	132336822	neurotrimin	AC	AC Ast
ENSG00000182667	8.61e-127	1.744336834	0.596	0.086	9.48e-123	OD	NTM	11	131370478	132336822	neurotrimin	AC	AC OD
ENSG00000182667	3.63e-72	3.010244678	0.629	0.021	4e-68	OPC	NTM	11	131370478	132336822	neurotrimin	AC	AC OPC
ENSG00000182667	2.6e-123	1.915576961	0.124	0.004	2.74e-119	Neu	NTM	11	131370478	132336822	neurotrimin	CN	CN Neu
ENSG00000182667	2.22e-26	1.323924504	0.147	0.009	2.33e-22	OD	NTM	11	131370478	132336822	neurotrimin	CN	CN OD
ENSG00000182667	0	1.616055128	0.371	0.026	0	Ast	NTM	11	131370478	132336822	neurotrimin	CN	CN Ast
ENSG00000182667	7.67e-145	1.342088006	0.314	0.038	8.08e-141	In	NTM	11	131370478	132336822	neurotrimin	CN	CN In
ENSG00000182667	1.06e-14	1.711436112	0.2	0.014	1.12e-10	OPC	NTM	11	131370478	132336822	neurotrimin	CN	CN OPC
ENSG00000182667	1.09e-30	1.290409898	0.391	0.066	1.02e-26	Ast	NTM	11	131370478	132336822	neurotrimin	CB	CB Ast
ENSG00000182667	1.87e-18	1.860894137	0.172	0.011	1.75e-14	OD	NTM	11	131370478	132336822	neurotrimin	CB	CB OD
ENSG00000182768	1.12e-33	-0.857341681	0.041	0.127	1.24e-29	Ast	NGRN	15	90265659	90278141	neugrin, neurite outgrowth associated	AC	AC Ast
ENSG00000182768	2.63e-07	-0.979151788	0.061	0.174	0.002769848	OD	NGRN	15	90265659	90278141	neugrin, neurite outgrowth associated	CN	CN OD
ENSG00000182831	1.24e-101	0.905874998	0.11	0.007	1.37e-97	Ex	C16orf72	16	9091644	9121635	chromosome 16 open reading frame 72	AC	AC Ex
ENSG00000182831	2.88e-218	1.080345023	0.132	0.004	3.03e-214	Ast	C16orf72	16	9091644	9121635	chromosome 16 open reading frame 72	CN	CN Ast
ENSG00000182985	1.29e-15	0.758471435	0.203	0.075	1.21e-11	In	CADM1	11	115169218	115504957	cell adhesion molecule 1	CB	CB In
ENSG00000183011	1.36e-37	-0.924100623	0.059	0.16	1.5e-33	Ast	NAA38	17	7856685	7885238	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	AC	AC Ast
ENSG00000183011	3.28e-13	-0.868478312	0.08	0.168	3.45e-09	Ast	NAA38	17	7856685	7885238	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	CN	CN Ast
ENSG00000183011	0.001143066	-1.022667521	0.032	0.111	1	OD	NAA38	17	7856685	7885238	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	CB	CB OD
ENSG00000183023	9.64e-33	1.12467873	0.278	0.044	1.01e-28	OD	SLC8A1	2	40097270	40611053	solute carrier family 8 member A1	CN	CN OD
ENSG00000183036	2.24e-06	-1.108312866	0.199	0.301	0.023607871	OD	PCP4	21	39867438	39929397	Purkinje cell protein 4	CN	CN OD
ENSG00000183036	4.21e-59	-0.93534106	0.731	0.781	4.43e-55	Ast	PCP4	21	39867438	39929397	Purkinje cell protein 4	CN	CN Ast
ENSG00000183036	1.57e-05	-1.309272296	0.043	0.163	0.165570963	MG	PCP4	21	39867438	39929397	Purkinje cell protein 4	CN	CN MG
ENSG00000183049	0	1.714287266	0.311	0.01	0	Ex	CAMK1D	10	12349482	12835545	calcium/calmodulin dependent protein kinase ID	AC	AC Ex
ENSG00000183049	1.51e-262	1.212229253	0.145	0.004	1.59e-258	Ast	CAMK1D	10	12349482	12835545	calcium/calmodulin dependent protein kinase ID	CN	CN Ast
ENSG00000183379	1.5e-31	-1.009743585	0.193	0.353	1.58e-27	Ast	SYNDIG1L	14	74405894	74426210	synapse differentiation inducing 1 like	CN	CN Ast
ENSG00000183648	4.58e-36	-0.912125882	0.088	0.195	5.04e-32	Ast	NDUFB1	14	92116122	92121917	NADH:ubiquinone oxidoreductase subunit B1	AC	AC Ast
ENSG00000183648	9.47e-35	1.445997303	0.212	0.035	1.04e-30	OD	NDUFB1	14	92116122	92121917	NADH:ubiquinone oxidoreductase subunit B1	AC	AC OD
ENSG00000183715	3.02e-142	0.970645384	0.117	0.001	3.32e-138	Ex	OPCML	11	132414977	133532519	opioid binding protein/cell adhesion molecule like	AC	AC Ex
ENSG00000183715	2.95e-35	1.319897377	0.153	0.001	3.1e-31	OD	OPCML	11	132414977	133532519	opioid binding protein/cell adhesion molecule like	CN	CN OD
ENSG00000183723	4.17e-192	1.236168764	0.154	0.001	4.59e-188	Ex	CMTM4	16	66614750	66696707	CKLF like MARVEL transmembrane domain containing 4	AC	AC Ex
ENSG00000183741	6.25e-82	-0.969673331	0.234	0.468	6.88e-78	Ex	CBX6	22	38861422	38872249	chromobox 6	AC	AC Ex
ENSG00000183775	1.92e-185	1.251761036	0.325	0.061	2.12e-181	Ex	KCTD16	5	144170873	144485686	potassium channel tetramerization domain containing 16	AC	AC Ex
ENSG00000183775	3.54e-67	1.043581888	0.149	0.031	3.9e-63	Ast	KCTD16	5	144170873	144485686	potassium channel tetramerization domain containing 16	AC	AC Ast
ENSG00000183775	7.33e-62	1.725837049	0.324	0.016	7.71e-58	OD	KCTD16	5	144170873	144485686	potassium channel tetramerization domain containing 16	CN	CN OD
ENSG00000183775	1.62e-114	0.864351668	0.162	0.021	1.71e-110	Ast	KCTD16	5	144170873	144485686	potassium channel tetramerization domain containing 16	CN	CN Ast
ENSG00000183778	7.87e-180	0.953348835	0.11	0.004	8.28e-176	Ast	B3GALT5	21	39556442	39673137	beta-1,3-galactosyltransferase 5	CN	CN Ast
ENSG00000184009	7.38e-70	-0.729097663	0.341	0.553	8.13e-66	Ex	ACTG1	17	81509971	81523847	actin gamma 1	AC	AC Ex
ENSG00000184009	0.000170681	-0.763285915	0.106	0.19	1	In	ACTG1	17	81509971	81523847	actin gamma 1	AC	AC In
ENSG00000184009	1.86e-72	-0.831974522	0.226	0.416	2.05e-68	Ast	ACTG1	17	81509971	81523847	actin gamma 1	AC	AC Ast
ENSG00000184009	0.054353249	-0.72371816	0.173	0.236	1	OPC	ACTG1	17	81509971	81523847	actin gamma 1	CN	CN OPC
ENSG00000184156	3.64e-259	1.051945591	0.114	0.001	3.83e-255	Ast	KCNQ3	8	132120859	132481095	potassium voltage-gated channel subfamily Q member 3	CN	CN Ast
ENSG00000184226	8.11e-40	0.763572687	0.44	0.165	8.93e-36	OD	PCDH9	13	66302834	67230445	protocadherin 9	AC	AC OD
ENSG00000184226	3.1e-12	0.693683744	0.392	0.14	3.41e-08	OPC	PCDH9	13	66302834	67230445	protocadherin 9	AC	AC OPC
ENSG00000184226	2.07e-170	1.177086447	0.568	0.178	2.17e-166	Neu	PCDH9	13	66302834	67230445	protocadherin 9	CN	CN Neu
ENSG00000184226	4.02e-39	1.411488487	0.336	0.057	4.23e-35	OD	PCDH9	13	66302834	67230445	protocadherin 9	CN	CN OD
ENSG00000184226	4.29e-71	0.770706628	0.352	0.116	4.52e-67	In	PCDH9	13	66302834	67230445	protocadherin 9	CN	CN In
ENSG00000184226	5.37e-24	1.234597507	0.5	0.075	5.65e-20	OPC	PCDH9	13	66302834	67230445	protocadherin 9	CN	CN OPC
ENSG00000184226	1.68e-27	0.969208645	0.544	0.159	1.58e-23	Ast	PCDH9	13	66302834	67230445	protocadherin 9	CB	CB Ast
ENSG00000184226	1.21e-26	1.115626897	0.677	0.262	1.14e-22	OD	PCDH9	13	66302834	67230445	protocadherin 9	CB	CB OD
ENSG00000184232	0.000265031	-0.705177021	0.081	0.109	1	In	OAF	11	120211032	120230334	out at first homolog	CN	CN In
ENSG00000184368	4.34e-12	-0.947610429	0.052	0.144	4.07e-08	In	MAP7D2	X	20006713	20116907	MAP7 domain containing 2	CB	CB In
ENSG00000184515	1.1e-89	0.967727475	0.138	0.02	1.21e-85	Ex	BEX5	X	102153708	102155977	brain expressed X-linked 5	AC	AC Ex
ENSG00000184524	3.46e-226	0.824870497	0.143	0.049	3.25e-222	Neu	CEND1	11	787115	790113	cell cycle exit and neuronal differentiation 1	CB	CB Neu
ENSG00000184613	2.89e-55	0.743349024	0.278	0.123	3.18e-51	Ex	NELL2	12	44508275	44921848	neural EGFL like 2	AC	AC Ex
ENSG00000184672	4.84e-203	1.259093281	0.197	0.008	5.33e-199	Ex	RALYL	8	84182787	84921844	RALY RNA binding protein like	AC	AC Ex
ENSG00000184672	0	1.581745258	0.237	0.007	0	Ast	RALYL	8	84182787	84921844	RALY RNA binding protein like	CN	CN Ast
ENSG00000184672	0	1.961450454	0.156	0.005	0	Neu	RALYL	8	84182787	84921844	RALY RNA binding protein like	CB	CB Neu
ENSG00000184702	4.17e-302	-2.619481819	0.002	0.534	4.59e-298	Ex	SEPTIN5	22	19714503	19724224	septin 5	AC	AC Ex
ENSG00000184702	4.19e-221	-2.399814029	0	0.306	4.62e-217	Ast	SEPTIN5	22	19714503	19724224	septin 5	AC	AC Ast
ENSG00000184702	1.28e-15	-1.858293479	0	0.172	1.35e-11	OD	SEPTIN5	22	19714503	19724224	septin 5	CN	CN OD
ENSG00000184702	1.88e-54	-1.997708899	0	0.225	1.98e-50	Ast	SEPTIN5	22	19714503	19724224	septin 5	CN	CN Ast
ENSG00000184752	0.001465746	-0.783143443	0.083	0.144	1	OD	NDUFA12	12	94897055	95003748	NADH:ubiquinone oxidoreductase subunit A12	CN	CN OD
ENSG00000184863	2.98e-59	0.704517094	0.127	0.025	3.13e-55	Ast	RBM33	7	155644451	155781485	RNA binding motif protein 33	CN	CN Ast
ENSG00000184983	0.009861665	-0.73782475	0.07	0.116	1	OD	NDUFA6	22	42085526	42090884	NADH:ubiquinone oxidoreductase subunit A6	CN	CN OD
ENSG00000184992	5.39e-32	1.232352795	0.135	0	5.67e-28	OD	BRI3BP	12	124993645	125031231	BRI3 binding protein	CN	CN OD
ENSG00000185008	1.79e-27	0.873285953	0.327	0.078	1.89e-23	OD	ROBO2	3	75906695	77649964	roundabout guidance receptor 2	CN	CN OD
ENSG00000185024	5.34e-29	-0.735639103	0.067	0.156	5.88e-25	Ast	BRF1	14	105209286	105315589	BRF1 RNA polymerase III transcription initiation factor subunit	AC	AC Ast
ENSG00000185024	0.000302328	-0.819147973	0.061	0.131	1	OD	BRF1	14	105209286	105315589	BRF1 RNA polymerase III transcription initiation factor subunit	CN	CN OD
ENSG00000185046	4.71e-09	0.980743143	0.128	0.019	5.19e-05	OPC	ANKS1B	12	98726457	99984654	ankyrin repeat and sterile alpha motif domain containing 1B	AC	AC OPC
ENSG00000185046	7.24e-23	0.798153682	0.257	0.056	7.62e-19	OD	ANKS1B	12	98726457	99984654	ankyrin repeat and sterile alpha motif domain containing 1B	CN	CN OD
ENSG00000185046	2.6e-141	0.769928222	0.46	0.117	2.73e-137	Ast	ANKS1B	12	98726457	99984654	ankyrin repeat and sterile alpha motif domain containing 1B	CN	CN Ast
ENSG00000185049	4.24e-09	-0.797504304	0.048	0.108	4.46e-05	Ast	NELFA	4	1982717	2041903	negative elongation factor complex member A	CN	CN Ast
ENSG00000185052	7.55e-14	0.70182563	0.147	0.031	7.94e-10	OD	SLC24A3	20	19212642	19722926	solute carrier family 24 member 3	CN	CN OD
ENSG00000185070	3.49e-94	0.839350491	0.293	0.093	3.84e-90	Ex	FLRT2	14	85530144	85654428	fibronectin leucine rich transmembrane protein 2	AC	AC Ex
ENSG00000185070	1.28e-41	0.793838425	0.118	0.032	1.41e-37	Ast	FLRT2	14	85530144	85654428	fibronectin leucine rich transmembrane protein 2	AC	AC Ast
ENSG00000185070	9.64e-111	0.829313095	0.129	0.013	1.01e-106	Ast	FLRT2	14	85530144	85654428	fibronectin leucine rich transmembrane protein 2	CN	CN Ast
ENSG00000185088	0.000317696	0.97135132	0.113	0.032	1	MG	RPS27L	15	63125872	63158021	ribosomal protein S27 like	AC	AC MG
ENSG00000185274	8.19e-43	0.753903008	0.144	0.047	9.01e-39	Ast	GALNT17	7	71132144	71713600	polypeptide N-acetylgalactosaminyltransferase 17	AC	AC Ast
ENSG00000185352	6.69e-221	1.318363151	0.175	0	7.36e-217	Ex	HS6ST3	13	96090839	96839562	heparan sulfate 6-O-sulfotransferase 3	AC	AC Ex
ENSG00000185386	1.67e-174	1.187989411	0.144	0.001	1.84e-170	Ex	MAPK11	22	50263713	50270767	mitogen-activated protein kinase 11	AC	AC Ex
ENSG00000185432	1.23e-18	1.083845789	0.143	0.035	1.35e-14	OD	METTL7A	12	50923472	50932510	methyltransferase like 7A	AC	AC OD
ENSG00000185432	9.67e-79	1.395255463	0.156	0.015	1.02e-74	In	METTL7A	12	50923472	50932510	methyltransferase like 7A	CN	CN In
ENSG00000185565	1.1e-90	0.857066623	0.195	0.043	1.21e-86	Ex	LSAMP	3	115802363	117139389	limbic system associated membrane protein	AC	AC Ex
ENSG00000185565	1.66e-198	1.749437962	0.292	0.031	1.82e-194	Ast	LSAMP	3	115802363	117139389	limbic system associated membrane protein	AC	AC Ast
ENSG00000185565	8.91e-29	1.341789933	0.166	0.023	9.81e-25	OD	LSAMP	3	115802363	117139389	limbic system associated membrane protein	AC	AC OD
ENSG00000185565	3.54e-14	1.803065233	0.149	0.007	3.9e-10	OPC	LSAMP	3	115802363	117139389	limbic system associated membrane protein	AC	AC OPC
ENSG00000185565	1.98e-101	2.145481904	0.523	0.032	2.09e-97	OD	LSAMP	3	115802363	117139389	limbic system associated membrane protein	CN	CN OD
ENSG00000185565	0	1.523124051	0.245	0.012	0	Ast	LSAMP	3	115802363	117139389	limbic system associated membrane protein	CN	CN Ast
ENSG00000185565	3.73e-162	1.990089724	0.267	0.015	3.92e-158	In	LSAMP	3	115802363	117139389	limbic system associated membrane protein	CN	CN In
ENSG00000185565	1.47e-16	1.99066317	0.191	0.007	1.55e-12	OPC	LSAMP	3	115802363	117139389	limbic system associated membrane protein	CN	CN OPC
ENSG00000185565	1.87e-85	1.88622971	0.467	0.066	1.75e-81	In	LSAMP	3	115802363	117139389	limbic system associated membrane protein	CB	CB In
ENSG00000185565	6.83e-37	1.82061147	0.318	0.021	6.4e-33	Ast	LSAMP	3	115802363	117139389	limbic system associated membrane protein	CB	CB Ast
ENSG00000185615	3.89e-60	0.714922521	0.142	0.034	4.28e-56	Ex	PDIA2	16	283152	287215	protein disulfide isomerase family A member 2	AC	AC Ex
ENSG00000185615	2.96e-53	1.004414026	0.114	0.022	3.26e-49	Ast	PDIA2	16	283152	287215	protein disulfide isomerase family A member 2	AC	AC Ast
ENSG00000185630	2.79e-185	1.257210455	0.353	0.076	3.07e-181	Ex	PBX1	1	164555584	164899296	PBX homeobox 1	AC	AC Ex
ENSG00000185630	7.01e-58	0.804926897	0.198	0.066	7.71e-54	Ast	PBX1	1	164555584	164899296	PBX homeobox 1	AC	AC Ast
ENSG00000185630	5.53e-86	0.985361279	0.202	0.043	5.82e-82	Ast	PBX1	1	164555584	164899296	PBX homeobox 1	CN	CN Ast
ENSG00000185630	8.13e-13	0.779756717	0.155	0.053	7.62e-09	In	PBX1	1	164555584	164899296	PBX homeobox 1	CB	CB In
ENSG00000185650	0.015261076	-0.869922747	0.137	0.182	1	OPC	ZFP36L1	14	68787660	68796253	ZFP36 ring finger protein like 1	AC	AC OPC
ENSG00000185650	2.94e-09	0.752078402	0.511	0.254	3.09e-05	MG	ZFP36L1	14	68787660	68796253	ZFP36 ring finger protein like 1	CN	CN MG
ENSG00000185716	1.85e-66	0.765228022	0.2	0.061	2.03e-62	Ex	MOSMO	16	22007638	22087534	modulator of smoothened	AC	AC Ex
ENSG00000185787	1.49e-59	0.847864113	0.236	0.092	1.64e-55	Ex	MORF4L1	15	78810487	78898139	mortality factor 4 like 1	AC	AC Ex
ENSG00000185787	7.22e-76	1.009876006	0.219	0.065	7.95e-72	Ast	MORF4L1	15	78810487	78898139	mortality factor 4 like 1	AC	AC Ast
ENSG00000185787	3.94e-31	1.229770404	0.269	0.045	4.15e-27	OD	MORF4L1	15	78810487	78898139	mortality factor 4 like 1	CN	CN OD
ENSG00000185787	9.18e-07	1.330981414	0.109	0.014	0.009657855	OPC	MORF4L1	15	78810487	78898139	mortality factor 4 like 1	CN	CN OPC
ENSG00000185787	0	1.34159443	0.217	0.036	0	Neu	MORF4L1	15	78810487	78898139	mortality factor 4 like 1	CB	CB Neu
ENSG00000185787	2.86e-25	1.149408239	0.187	0.035	2.68e-21	In	MORF4L1	15	78810487	78898139	mortality factor 4 like 1	CB	CB In
ENSG00000185787	2.43e-08	0.979215334	0.109	0.021	0.000227552	Ast	MORF4L1	15	78810487	78898139	mortality factor 4 like 1	CB	CB Ast
ENSG00000185787	6.18e-11	1.019017657	0.194	0.042	5.79e-07	OD	MORF4L1	15	78810487	78898139	mortality factor 4 like 1	CB	CB OD
ENSG00000185883	1.25e-88	-2.021402727	0.002	0.205	1.37e-84	Ex	ATP6V0C	16	2513952	2520218	ATPase H+ transporting V0 subunit c	AC	AC Ex
ENSG00000185883	9.12e-237	-2.742906909	0	0.324	1e-232	Ast	ATP6V0C	16	2513952	2520218	ATPase H+ transporting V0 subunit c	AC	AC Ast
ENSG00000185883	8.49e-15	-2.420628154	0	0.171	9.35e-11	MG	ATP6V0C	16	2513952	2520218	ATPase H+ transporting V0 subunit c	AC	AC MG
ENSG00000185883	7.36e-31	-2.100362592	0	0.105	7.75e-27	Neu	ATP6V0C	16	2513952	2520218	ATPase H+ transporting V0 subunit c	CN	CN Neu
ENSG00000185883	7.08e-46	-3.004503085	0	0.437	7.45e-42	OD	ATP6V0C	16	2513952	2520218	ATPase H+ transporting V0 subunit c	CN	CN OD
ENSG00000185883	4.72e-58	-2.086923272	0	0.237	4.97e-54	Ast	ATP6V0C	16	2513952	2520218	ATPase H+ transporting V0 subunit c	CN	CN Ast
ENSG00000185883	2.47e-10	-2.53053385	0	0.159	2.59e-06	MG	ATP6V0C	16	2513952	2520218	ATPase H+ transporting V0 subunit c	CN	CN MG
ENSG00000185883	0	-2.854025101	0.001	0.218	0	Neu	ATP6V0C	16	2513952	2520218	ATPase H+ transporting V0 subunit c	CB	CB Neu
ENSG00000185883	1.96e-67	-2.611281183	0	0.264	1.84e-63	In	ATP6V0C	16	2513952	2520218	ATPase H+ transporting V0 subunit c	CB	CB In
ENSG00000185883	5.62e-08	-2.10947063	0	0.142	0.000526881	OD	ATP6V0C	16	2513952	2520218	ATPase H+ transporting V0 subunit c	CB	CB OD
ENSG00000185896	6.53e-10	-0.70023686	0.124	0.191	6.87e-06	Neu	LAMP1	13	113297239	113323672	lysosomal associated membrane protein 1	CN	CN Neu
ENSG00000185920	0.158795256	-0.777914649	0.091	0.116	1	Ast	PTCH1	9	95442980	95517057	patched 1	CB	CB Ast
ENSG00000185946	0.000344378	-0.845948092	0.046	0.127	1	MG	RNPC3	1	103525691	103555239	RNA binding region (RNP1, RRM) containing 3	AC	AC MG
ENSG00000186001	9.91e-77	0.771168851	0.131	0.021	1.09e-72	Ex	LRCH3	3	197791226	197888436	leucine rich repeats and calponin homology domain containing 3	AC	AC Ex
ENSG00000186001	2.18e-140	1.014657894	0.143	0.013	2.29e-136	Ast	LRCH3	3	197791226	197888436	leucine rich repeats and calponin homology domain containing 3	CN	CN Ast
ENSG00000186001	1.57e-09	1.2524478	0.118	0.007	1.65e-05	OPC	LRCH3	3	197791226	197888436	leucine rich repeats and calponin homology domain containing 3	CN	CN OPC
ENSG00000186184	1.61e-100	-0.927171643	0.05	0.105	1.51e-96	Neu	POLR1D	13	27620742	27744237	RNA polymerase I and III subunit D	CB	CB Neu
ENSG00000186260	6.1e-197	1.238540368	0.206	0.012	6.71e-193	Ex	MRTFB	16	14071321	14266773	myocardin related transcription factor B	AC	AC Ex
ENSG00000186260	0	1.406420446	0.203	0.006	0	Ast	MRTFB	16	14071321	14266773	myocardin related transcription factor B	CN	CN Ast
ENSG00000186310	4.51e-119	1.191952039	0.14	0.012	4.97e-115	Ex	NAP1L3	X	93670930	93673578	nucleosome assembly protein 1 like 3	AC	AC Ex
ENSG00000186310	3.15e-175	1.715654387	0.241	0.018	3.47e-171	Ast	NAP1L3	X	93670930	93673578	nucleosome assembly protein 1 like 3	AC	AC Ast
ENSG00000186310	1.18e-51	1.735223963	0.263	0.011	1.24e-47	OD	NAP1L3	X	93670930	93673578	nucleosome assembly protein 1 like 3	CN	CN OD
ENSG00000186350	3.2e-14	0.760358507	0.135	0.041	3.52e-10	OD	RXRA	9	134317098	134440585	retinoid X receptor alpha	AC	AC OD
ENSG00000186417	1.28e-05	-1.252015054	0.043	0.169	0.119942672	OD	GLDN	15	51341655	51408005	gliomedin	CB	CB OD
ENSG00000186469	1.09e-198	1.300295414	0.157	0	1.2e-194	Ex	GNG2	14	51826195	51979342	G protein subunit gamma 2	AC	AC Ex
ENSG00000186480	0.029599994	-0.758755318	0.07	0.125	1	OD	INSIG1	7	155297776	155310235	insulin induced gene 1	CB	CB OD
ENSG00000186815	8.62e-07	-0.752592777	0.104	0.147	0.009071434	In	TPCN1	12	113221050	113298585	two pore segment channel 1	CN	CN In
ENSG00000186862	8.49e-190	1.074231774	0.14	0.007	8.94e-186	Ast	PDZD7	10	101007679	101032295	PDZ domain containing 7	CN	CN Ast
ENSG00000186918	3.58e-49	-0.962182991	0.036	0.182	3.94e-45	Ex	ZNF395	8	28345590	28402701	zinc finger protein 395	AC	AC Ex
ENSG00000187109	0	1.78478435	0.367	0.018	0	Ex	NAP1L1	12	76036585	76084958	nucleosome assembly protein 1 like 1	AC	AC Ex
ENSG00000187109	2.54e-186	1.795938456	0.229	0.009	2.79e-182	Ast	NAP1L1	12	76036585	76084958	nucleosome assembly protein 1 like 1	AC	AC Ast
ENSG00000187109	3.13e-70	2.068851559	0.315	0.005	3.29e-66	OD	NAP1L1	12	76036585	76084958	nucleosome assembly protein 1 like 1	CN	CN OD
ENSG00000187109	0	2.352629712	0.528	0.012	0	Ast	NAP1L1	12	76036585	76084958	nucleosome assembly protein 1 like 1	CN	CN Ast
ENSG00000187109	0	1.904606622	0.138	0.004	0	Neu	NAP1L1	12	76036585	76084958	nucleosome assembly protein 1 like 1	CB	CB Neu
ENSG00000187109	1.38e-64	2.196639421	0.287	0.004	1.29e-60	In	NAP1L1	12	76036585	76084958	nucleosome assembly protein 1 like 1	CB	CB In
ENSG00000187122	1.16e-17	0.743835081	0.187	0.039	1.22e-13	OD	SLIT1	10	96998038	97185959	slit guidance ligand 1	CN	CN OD
